-5.199999999999986855e+00,9.983013593202382241e-01
-5.199999999999992184e+00,9.957090176713319085e-01
-5.199999999999986855e+00,9.931234076923387555e-01
-5.199999999999993960e+00,9.905445119027772582e-01
-4.699999999999994849e+00,9.885653037848034508e-01
-5.199999999999990408e+00,9.859982442634079858e-01
-4.699999999999993960e+00,9.840281200479851220e-01
-5.199999999999976197e+00,9.814728424702482412e-01
-5.099999999999971223e+00,9.785326893676110638e-01
-4.699999999999992184e+00,9.765774820859326466e-01
-5.199999999999974420e+00,9.740415519716841830e-01
-5.199999999999979750e+00,9.715122070405491916e-01
-4.699999999999993072e+00,9.695710273926082534e-01
-5.099999999999983658e+00,9.666665280105974922e-01
-4.299999999999981171e+00,9.644456389513782479e-01
-5.099999999999971223e+00,9.615564934600462355e-01
-5.199999999999986855e+00,9.590595691370443765e-01
-4.799999999999975842e+00,9.562821866662710724e-01
-5.199999999999989519e+00,9.537989584131409959e-01
-5.199999999999983302e+00,9.513221784894300148e-01
-4.699999999999994849e+00,9.494213405605438361e-01
-5.099999999999978328e+00,9.465772026696436248e-01
-4.699999999999993960e+00,9.446858456823498118e-01
-5.199999999999992184e+00,9.422327302578028529e-01
-4.699999999999996625e+00,9.403500539657859703e-01
-5.199999999999988631e+00,9.379081975196459364e-01
-5.199999999999976197e+00,9.354726819705770913e-01
-4.699999999999995737e+00,9.336035129387461051e-01
-5.199999999999983302e+00,9.311791755905488577e-01
-5.099999999999972999e+00,9.283896849151545005e-01
-5.199999999999995737e+00,9.259788865884254205e-01
-5.199999999999988631e+00,9.235743485085159410e-01
-5.099999999999971223e+00,9.208076392642245978e-01
-5.200000000000001066e+00,9.184165296342416962e-01
-5.199999999999999289e+00,9.160316291244037235e-01
-5.199999999999981526e+00,9.136529216111618501e-01
-5.199999999999992184e+00,9.112803910128360885e-01
-5.099999999999974776e+00,9.085505102121963494e-01
-5.199999999999995737e+00,9.061912293139294805e-01
-5.199999999999999289e+00,9.038380748844657697e-01
-5.199999999999985079e+00,9.014910310148814832e-01
-4.299999999999979394e+00,8.994198808201133710e-01
-5.199999999999983302e+00,8.970843099074464755e-01
-5.199999999999983302e+00,8.947548038946160354e-01
-5.199999999999990408e+00,8.924313470325775377e-01
-5.199999999999988631e+00,8.901139236131829779e-01
-5.099999999999974776e+00,8.874474502264869669e-01
-5.099999999999974776e+00,8.847889646716102785e-01
-4.699999999999994849e+00,8.830210668330690238e-01
-5.199999999999976197e+00,8.807280795832352904e-01
-5.199999999999983302e+00,8.784410466540010232e-01
-5.199999999999988631e+00,8.761599525834684599e-01
-5.099999999999972999e+00,8.735352804667025906e-01
-5.199999999999992184e+00,8.712669254572643629e-01
-5.099999999999976552e+00,8.686569111570614510e-01
-5.099999999999973888e+00,8.660547155567862587e-01
-5.199999999999986855e+00,8.638057857237162462e-01
-5.199999999999988631e+00,8.615626958050343065e-01
-5.199999999999985079e+00,8.593254306359272565e-01
-5.199999999999983302e+00,8.570939750909616350e-01
-5.199999999999985079e+00,8.548683140839805628e-01
-5.199999999999985079e+00,8.526484325680031562e-01
-5.199999999999997513e+00,8.504343155351208328e-01
-5.299999999999972289e+00,8.474628499532833592e-01
-5.199999999999990408e+00,8.452621985955303119e-01
-5.199999999999985079e+00,8.430672617849089834e-01
-5.299999999999968736e+00,8.401215371054062686e-01
-5.199999999999986855e+00,8.379399493208673499e-01
-5.199999999999981526e+00,8.357640265800768686e-01
-4.899999999999980815e+00,8.336771218845061560e-01
-5.199999999999981526e+00,8.315122686519381690e-01
-5.199999999999988631e+00,8.293530370076269698e-01
-5.099999999999976552e+00,8.268685822174136613e-01
-4.699999999999993072e+00,8.252164151610554832e-01
-5.099999999999971223e+00,8.227443522588603342e-01
-4.699999999999990408e+00,8.211004258310820036e-01
-4.699999999999992184e+00,8.194597841345723221e-01
-4.699999999999994849e+00,8.178224206061058821e-01
-4.699999999999990408e+00,8.161883286955715633e-01
-5.199999999999993960e+00,8.140688895321618324e-01
-4.699999999999993960e+00,8.124422975563435623e-01
-5.199999999999981526e+00,8.103325859090281247e-01
-5.099999999999976552e+00,8.079051098103191553e-01
-5.199999999999981526e+00,8.058071801170735293e-01
-5.099999999999983658e+00,8.033932605685861761e-01
-5.199999999999997513e+00,8.013070470315828420e-01
-5.099999999999971223e+00,7.989066083250312422e-01
-4.499999999999973355e+00,7.966726870731176691e-01
-5.199999999999992184e+00,7.946039252028022082e-01
-4.599999999999976552e+00,7.926990672817150196e-01
-5.099999999999971223e+00,7.903244151046256993e-01
-5.199999999999979750e+00,7.882721381260408000e-01
-5.199999999999988631e+00,7.862251904030326255e-01
-4.699999999999993960e+00,7.846542329541726923e-01
-5.199999999999997513e+00,7.826166800358207443e-01
-5.099999999999980105e+00,7.802722312029913843e-01
-5.199999999999981526e+00,7.782460572590735870e-01
-5.199999999999999289e+00,7.762251447876094002e-01
-5.199999999999990408e+00,7.742094801258569969e-01
-5.099999999999971223e+00,7.718902163555482199e-01
-5.099999999999994316e+00,7.695779002971629978e-01
