8.390909090909165258e+00,9.940176658287096512e-01
5.301342281879282581e+00,9.858010544745378079e-01
1.780064308681674135e+01,9.779457165143248254e-01
6.324024024024060608e+00,9.721925376905229399e-01
1.668718861209957538e+01,9.660866730744385178e-01
1.804320557491288923e+01,9.606914386955115459e-01
1.894505494505476761e+01,9.492314657866451899e-01
2.235761589403959704e+01,9.416675319357145080e-01
1.268166089965395571e+01,9.369707112682860162e-01
1.271864406779661216e+01,9.324838046961918536e-01
3.968120805369085247e+01,9.208997292371483567e-01
1.030952380952385461e+01,9.167647843090437343e-01
2.195405405405379184e+01,9.070072093559314874e-01
2.321950464396279301e+01,8.953813828638654826e-01
3.115947712418277860e+01,8.852314919032645557e-01
1.206557377049185220e+01,8.781775406923578720e-01
9.981660899654041685e+00,8.730112903112452472e-01
1.256901408450707613e+01,8.684831884613991582e-01
1.364563758389258652e+01,8.646700667927211814e-01
3.182857142857124444e+01,8.533308583698391292e-01
1.372846975088960342e+01,8.481411254215953655e-01
1.824074074074053442e+01,8.418035457293761015e-01
1.124102564102568280e+01,8.377723697104026979e-01
3.196575875486360019e+01,8.304319510445071773e-01
1.658813559322021547e+01,8.247214090779181328e-01
7.441353135313563882e+01,8.081475298256490802e-01
1.174379084967322306e+01,8.042775236246143544e-01
2.341632653061212110e+01,7.996259839123566193e-01
1.257456445993032723e+01,7.955580699934514666e-01
4.181249999999985079e+01,7.880356801319788884e-01
1.110375426621164330e+01,7.837915447283093640e-01
1.426887417218526011e+01,7.745967010244446671e-01
9.775524475524528967e+00,7.708102721918564937e-01
6.608038585209049742e+00,7.667355814803388236e-01
1.559090909090904198e+01,7.632928511773710012e-01
1.073333333333337158e+01,7.600935843998100072e-01
1.055231316725982538e+01,7.573620306629588184e-01
2.241033210332096814e+01,7.546402933302591709e-01
2.006710963455131846e+01,7.496758199505531017e-01
3.108481012658211284e+01,7.393269002247515598e-01
1.659097472924178618e+01,7.354186382804021038e-01
1.242950819672130791e+01,7.320433129755552493e-01
2.464320557491284092e+01,7.295584680972700964e-01
1.445434083601282538e+01,7.252665321968374545e-01
1.659708029197070900e+01,7.222266489885055263e-01
2.423802816901398316e+01,7.145396383383832983e-01
2.107173252279606146e+01,7.072880175807020331e-01
3.157840531561461006e+01,7.014415311894580674e-01
4.046435331230251364e+01,6.925198540490310473e-01
3.137205387205376894e+01,6.873451258912638417e-01
2.590462633451946672e+01,6.835065592732244566e-01
1.337552447552444868e+01,6.809821318512638832e-01
2.521764705882340962e+01,6.767052169996706779e-01
1.217552447552451866e+01,6.739362673859217168e-01
2.209278350515483602e+00,6.721190030101973356e-01
1.396925795052989194e+01,6.665632258632346874e-01
3.225162454873639462e+01,6.617147902108935220e-01
1.755074626865663134e+01,6.590071785851251418e-01
7.584337349397639372e+00,6.560481611110595690e-01
4.484057971014468791e+01,6.508204531467471909e-01
6.898305084745857130e+00,6.449890581352001329e-01
2.586344086021483335e+01,6.390181690167855422e-01
1.630207612456739596e+01,6.351318292533220111e-01
1.137692307692309690e+01,6.326595156468395320e-01
4.484383561643823413e+01,6.291263478016492217e-01
1.319781021897810724e+01,6.273044333486624824e-01
1.157836990595613180e+01,6.244877648203728260e-01
1.802702702702699611e+01,6.226170155139791884e-01
4.841860465116322843e+00,6.200073776406445081e-01
3.375505226480810705e+01,6.112039266601402288e-01
4.008970099667736520e+01,6.045171935843631772e-01
8.231034482758721182e+00,5.985617039061533751e-01
3.530397553516804265e+01,5.940296519628239791e-01
2.029822064056906328e+01,5.861223564600869240e-01
3.566889632107071773e+00,5.829073720595999708e-01
1.839708029197076300e+01,5.808125736781024617e-01
3.492066420664204429e+01,5.747456454189622255e-01
1.123913043478264662e+01,5.727374516378835878e-01
3.513758865248213681e+01,5.686283470561362963e-01
2.520318725099656820e+00,5.653396845482913102e-01
8.713688212927806376e+00,5.626886901959966547e-01
1.124365325077403632e+01,5.566997198910413891e-01
6.477292418772559301e+01,5.506643437286005138e-01
1.386153846153843361e+01,5.461671350022117011e-01
2.465624999999994316e+01,5.442587961523511764e-01
1.189078498293516972e+01,5.420860008140457875e-01
9.586206896551786372e+00,5.388430612075979509e-01
1.015475504322771094e+01,5.365308951540307403e-01
3.563780918727908187e+01,5.309265150196648131e-01
1.787272727272719308e+01,5.257485895493577699e-01
2.349398496240589651e+01,5.232832460050850232e-01
6.815789473684276345e+00,5.198927663759423945e-01
8.801111111111153207e+01,5.159047661772893090e-01
1.212758620689641553e+01,5.103116623609522673e-01
2.523083003952546477e+01,5.065491065556747552e-01
2.904477611940290416e+01,5.045268562124042289e-01
1.776791277258557855e+01,5.017594375079786895e-01
1.984574132492107879e+01,4.998062891576742217e-01
9.876978417266249366e+00,4.966672509347374587e-01
1.665074626865671092e+01,4.944866069316943835e-01
9.903630363036397100e+00,4.901539995901426083e-01
1.573890675241153581e+01,4.880019523638313150e-01
1.086754966887420437e+01,4.865400673352815453e-01
4.561666666666639003e+01,4.821324175607786255e-01
2.894539007092188143e+01,4.788169894869060417e-01
2.367047970479685759e+01,4.749540447693964551e-01
3.852191235059788887e+00,4.736733345488088887e-01
2.049219330855010668e+01,4.704631224523515565e-01
3.260340557275503670e+01,4.639686018093753250e-01
7.476323987538968652e+00,4.627175137579882525e-01
2.507106227106183383e+01,4.570149603582297493e-01
6.188059701492592879e+00,4.545536081350179392e-01
1.725641025641019155e+01,4.518343165523884264e-01
3.822408026755897303e+00,4.498955034845763534e-01
1.238156996587039238e+01,4.446176730902127727e-01
1.117581699346407653e+01,4.428869547224123515e-01
1.201509433962268858e+01,4.407660854530315864e-01
1.534999999999991438e+01,4.384360886442960070e-01
6.903529411764729673e+01,4.356389183093426487e-01
1.317985611510789745e+01,4.338997563195342577e-01
7.601408450704257191e+00,4.325566827597959740e-01
1.277383512544800404e+01,4.302700828518388754e-01
2.251275167785222564e+01,4.282096324670983667e-01
1.498275862068958197e+01,4.254351579411774775e-01
6.716723549488136769e+00,4.220450855420708192e-01
1.354574132492111893e+01,4.195202708050076446e-01
1.738803088803084052e+01,4.176365768903191333e-01
6.711295681063157659e+00,4.162605790307899456e-01
1.576925795052998502e+01,4.130675219635834838e-01
4.877588652482250353e+01,4.105142988350521938e-01
2.465242718446579318e+01,4.059419629469100954e-01
